PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
669,0,Third,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,cheap,,S
670,1,First,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,cheap,C126,S
671,1,Second,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,cheap,,S
672,0,First,"Davidson, Mr. Thornton",male,31.0,1,0,F.C. 12750,cheap,B71,S
673,0,Second,"Mitchell, Mr. Henry Michael",male,70.0,0,0,C.A. 24580,cheap,,S
674,1,Second,"Wilhelms, Mr. Charles",male,31.0,0,0,244270,cheap,,S
675,0,Second,"Watson, Mr. Ennis Hastings",male,,0,0,239856,cheap,,S
676,0,Third,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912,cheap,,S
677,0,Third,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,cheap,,S
678,1,Third,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138,cheap,,S
679,0,Third,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,cheap,,S
680,1,First,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0,1,PC 17755,expensive,B51 B53 B55,C
681,0,Third,"Peters, Miss. Katie",female,,0,0,330935,cheap,,Q
682,1,First,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,cheap,D49,C
683,0,Third,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,cheap,,S
684,0,Third,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,cheap,,S
685,0,Second,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750,cheap,,S
686,0,Second,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,cheap,,C
687,0,Third,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,cheap,,S
688,0,Third,"Dakic, Mr. Branko",male,19.0,0,0,349228,cheap,,S
689,0,Third,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,cheap,,S
690,1,First,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,expensive,B5,S
691,1,First,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,cheap,B20,S
692,1,Third,"Karun, Miss. Manca",female,4.0,0,1,349256,cheap,,C
693,1,Third,"Lam, Mr. Ali",male,,0,0,1601,cheap,,S
694,0,Third,"Saad, Mr. Khalil",male,25.0,0,0,2672,cheap,,C
695,0,First,"Weir, Col. John",male,60.0,0,0,113800,cheap,,S
696,0,Second,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731,cheap,,S
697,0,Third,"Kelly, Mr. James",male,44.0,0,0,363592,cheap,,S
698,1,Third,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,cheap,,Q
699,0,First,"Thayer, Mr. John Borland",male,49.0,1,1,17421,cheap,C68,C
700,0,Third,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,cheap,F G63,S
701,1,First,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,expensive,C62 C64,C
702,1,First,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475,cheap,E24,S
703,0,Third,"Barbara, Miss. Saiide",female,18.0,0,1,2691,cheap,,C
704,0,Third,"Gallagher, Mr. Martin",male,25.0,0,0,36864,cheap,,Q
705,0,Third,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,cheap,,S
706,0,Second,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,cheap,,S
707,1,Second,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,cheap,,S
708,1,First,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,cheap,E24,S
709,1,First,"Cleaver, Miss. Alice",female,22.0,0,0,113781,expensive,,S
710,1,Third,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,cheap,,C
711,1,First,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,cheap,C90,C
712,0,First,"Klaber, Mr. Herman",male,,0,0,113028,cheap,C124,S
713,1,First,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,cheap,C126,S
714,0,Third,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,cheap,,S
715,0,Second,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,cheap,,S
716,0,Third,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,cheap,F G73,S
717,1,First,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,expensive,C45,C
718,1,Second,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,cheap,E101,S
719,0,Third,"McEvoy, Mr. Michael",male,,0,0,36568,cheap,,Q
720,0,Third,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,cheap,,S
721,1,Second,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,cheap,,S
722,0,Third,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,cheap,,S
723,0,Second,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,cheap,,S
724,0,Second,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,cheap,,S
725,1,First,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,cheap,E8,S
726,0,Third,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,cheap,,S
727,1,Second,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,cheap,,S
728,1,Third,"Mannion, Miss. Margareth",female,,0,0,36866,cheap,,Q
729,0,Second,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,cheap,,S
730,0,Third,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,cheap,,S
731,1,First,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,expensive,B5,S
732,0,Third,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,cheap,,C
733,0,Second,"Knight, Mr. Robert J",male,,0,0,239855,cheap,,S
734,0,Second,"Berriman, Mr. William John",male,23.0,0,0,28425,cheap,,S
735,0,Second,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,cheap,,S
736,0,Third,"Williams, Mr. Leslie",male,28.5,0,0,54636,cheap,,S
737,0,Third,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,cheap,,S
738,1,First,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755,expensive,B101,C
739,0,Third,"Ivanoff, Mr. Kanio",male,,0,0,349201,cheap,,S
740,0,Third,"Nankoff, Mr. Minko",male,,0,0,349218,cheap,,S
741,1,First,"Hawksford, Mr. Walter James",male,,0,0,16988,cheap,D45,S
742,0,First,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,cheap,C46,S
743,1,First,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,expensive,B57 B59 B63 B66,C
744,0,Third,"McNamee, Mr. Neal",male,24.0,1,0,376566,cheap,,S
745,1,Third,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,cheap,,S
746,0,First,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,cheap,B22,S
747,0,Third,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,cheap,,S
748,1,Second,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,cheap,,S
749,0,First,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,cheap,D30,S
750,0,Third,"Connaghton, Mr. Michael",male,31.0,0,0,335097,cheap,,Q
751,1,Second,"Wells, Miss. Joan",female,4.0,1,1,29103,cheap,,S
752,1,Third,"Moor, Master. Meier",male,6.0,0,1,392096,cheap,E121,S
753,0,Third,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,cheap,,S
754,0,Third,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,cheap,,S
755,1,Second,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,cheap,,S
756,1,Second,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,cheap,,S
757,0,Third,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,cheap,,S
758,0,Second,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,cheap,,S
759,0,Third,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,cheap,,S
760,1,First,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,cheap,B77,S
761,0,Third,"Garfirth, Mr. John",male,,0,0,358585,cheap,,S
762,0,Third,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,cheap,,S
763,1,Third,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,cheap,,C
764,1,First,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760,cheap,B96 B98,S
765,0,Third,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,cheap,,S
766,1,First,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,cheap,D11,S
767,0,First,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,cheap,,C
768,0,Third,"Mangan, Miss. Mary",female,30.5,0,0,364850,cheap,,Q
769,0,Third,"Moran, Mr. Daniel J",male,,1,0,371110,cheap,,Q
770,0,Third,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,cheap,,S
771,0,Third,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,cheap,,S
772,0,Third,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047,cheap,,S
773,0,Second,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,cheap,E77,S
774,0,Third,"Elias, Mr. Dibo",male,,0,0,2674,cheap,,C
775,1,Second,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,cheap,,S
776,0,Third,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,cheap,,S
777,0,Third,"Tobin, Mr. Roger",male,,0,0,383121,cheap,F38,Q
778,1,Third,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,cheap,,S
779,0,Third,"Kilgannon, Mr. Thomas J",male,,0,0,36865,cheap,,Q
780,1,First,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,expensive,B3,S
781,1,Third,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,cheap,,C
782,1,First,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474,cheap,B20,S
783,0,First,"Long, Mr. Milton Clyde",male,29.0,0,0,113501,cheap,D6,S
784,0,Third,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,cheap,,S
785,0,Third,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,cheap,,S
786,0,Third,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,cheap,,S
787,1,Third,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,cheap,,S
788,0,Third,"Rice, Master. George Hugh",male,8.0,4,1,382652,cheap,,Q
789,1,Third,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,cheap,,S
790,0,First,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593,cheap,B82 B84,C
791,0,Third,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,cheap,,Q
792,0,Second,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,cheap,,S
793,0,Third,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,cheap,,S
794,0,First,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,cheap,,C
795,0,Third,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,cheap,,S
796,0,Second,"Otter, Mr. Richard",male,39.0,0,0,28213,cheap,,S
797,1,First,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465,cheap,D17,S
798,1,Third,"Osman, Mrs. Mara",female,31.0,0,0,349244,cheap,,S
799,0,Third,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685,cheap,,C
800,0,Third,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,cheap,,S
801,0,Second,"Ponesell, Mr. Martin",male,34.0,0,0,250647,cheap,,S
802,1,Second,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,cheap,,S
803,1,First,"Carter, Master. William Thornton II",male,11.0,1,2,113760,cheap,B96 B98,S
804,1,Third,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,cheap,,C
805,1,Third,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,cheap,,S
806,0,Third,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,cheap,,S
807,0,First,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,cheap,A36,S
808,0,Third,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,cheap,,S
809,0,Second,"Meyer, Mr. August",male,39.0,0,0,248723,cheap,,S
810,1,First,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,cheap,E8,S
811,0,Third,"Alexander, Mr. William",male,26.0,0,0,3474,cheap,,S
812,0,Third,"Lester, Mr. James",male,39.0,0,0,A/4 48871,cheap,,S
813,0,Second,"Slemen, Mr. Richard James",male,35.0,0,0,28206,cheap,,S
814,0,Third,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,cheap,,S
815,0,Third,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,cheap,,S
816,0,First,"Fry, Mr. Richard",male,,0,0,112058,cheap,B102,S
817,0,Third,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,cheap,,S
818,0,Second,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,cheap,,C
819,0,Third,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,cheap,,S
820,0,Third,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,cheap,,S
821,1,First,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749,cheap,B69,S
822,1,Third,"Lulic, Mr. Nikola",male,27.0,0,0,315098,cheap,,S
823,0,First,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,cheap,,S
824,1,Third,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,cheap,E121,S
825,0,Third,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,cheap,,S
826,0,Third,"Flynn, Mr. John",male,,0,0,368323,cheap,,Q
827,0,Third,"Lam, Mr. Len",male,,0,0,1601,cheap,,S
828,1,Second,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,cheap,,C
829,1,Third,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,cheap,,Q
830,1,First,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,cheap,B28,
831,1,Third,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,cheap,,C
832,1,Second,"Richards, Master. George Sibley",male,0.83,1,1,29106,cheap,,S
833,0,Third,"Saad, Mr. Amin",male,,0,0,2671,cheap,,C
834,0,Third,"Augustsson, Mr. Albert",male,23.0,0,0,347468,cheap,,S
835,0,Third,"Allum, Mr. Owen George",male,18.0,0,0,2223,cheap,,S
836,1,First,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,cheap,E49,C
837,0,Third,"Pasic, Mr. Jakob",male,21.0,0,0,315097,cheap,,S
838,0,Third,"Sirota, Mr. Maurice",male,,0,0,392092,cheap,,S
839,1,Third,"Chip, Mr. Chang",male,32.0,0,0,1601,cheap,,S
840,1,First,"Marechal, Mr. Pierre",male,,0,0,11774,cheap,C47,C
841,0,Third,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,cheap,,S
842,0,Second,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,cheap,,S
843,1,First,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,cheap,,C
844,0,Third,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,cheap,,C
845,0,Third,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,cheap,,S
846,0,Third,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,cheap,,S
847,0,Third,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,cheap,,S
848,0,Third,"Markoff, Mr. Marin",male,35.0,0,0,349213,cheap,,C
849,0,Second,"Harper, Rev. John",male,28.0,0,1,248727,cheap,,S
850,1,First,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,cheap,C92,C
851,0,Third,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,cheap,,S
852,0,Third,"Svensson, Mr. Johan",male,74.0,0,0,347060,cheap,,S
853,0,Third,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,cheap,,C
854,1,First,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,cheap,D28,S
855,0,Second,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,cheap,,S
856,1,Third,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,cheap,,S
857,1,First,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,expensive,,S
858,1,First,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,cheap,E17,S
859,1,Third,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,cheap,,C
860,0,Third,"Razi, Mr. Raihed",male,,0,0,2629,cheap,,C
861,0,Third,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,cheap,,S
862,0,Second,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,cheap,,S
863,1,First,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,cheap,D17,S
864,0,Third,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,cheap,,S
865,0,Second,"Gill, Mr. John William",male,24.0,0,0,233866,cheap,,S
866,1,Second,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,cheap,,S
867,1,Second,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,cheap,,C
868,0,First,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,cheap,A24,S
869,0,Third,"van Melkebeke, Mr. Philemon",male,,0,0,345777,cheap,,S
870,1,Third,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,cheap,,S
871,0,Third,"Balkic, Mr. Cerin",male,26.0,0,0,349248,cheap,,S
872,1,First,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,cheap,D35,S
873,0,First,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,cheap,B51 B53 B55,S
874,0,Third,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,cheap,,S
875,1,Second,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,cheap,,C
876,1,Third,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,cheap,,C
877,0,Third,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,cheap,,S
878,0,Third,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,cheap,,S
879,0,Third,"Laleff, Mr. Kristo",male,,0,0,349217,cheap,,S
880,1,First,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,cheap,C50,C
881,1,Second,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,cheap,,S
882,0,Third,"Markun, Mr. Johann",male,33.0,0,0,349257,cheap,,S
883,0,Third,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,cheap,,S
884,0,Second,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,cheap,,S
885,0,Third,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,cheap,,S
886,0,Third,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,cheap,,Q
887,0,Second,"Montvila, Rev. Juozas",male,27.0,0,0,211536,cheap,,S
888,1,First,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,cheap,B42,S
889,0,Third,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,cheap,,S
890,1,First,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,cheap,C148,C
891,0,Third,"Dooley, Mr. Patrick",male,32.0,0,0,370376,cheap,,Q
